-0.010863	-0.015188	0.0011	0.0012843	-0.013561	0.0073076	-0.0098983	-0.0056796	0.0039423	-0.0037618	-0.015729	0.0024939	-0.01931	0.0067372	0.0015672	-0.0029106	-0.0092886	-0.0073633	-0.010983	-0.031562	-0.0061216	0.012649	0.0020068
0.015318	0.013731	0.0077907	0.0082006	0.014668	0.0095786	0.0070993	0.01303	0.010993	0.027722	0.017482	0.023954	0.011334	0.02696	0.0070372	0.012076	0.025079	0.012229	0.011937	-0.010318	0.028668	0.056247	0.010442
-0.0049547	0.0047452	-0.00067933	0.00081659	0.0058854	0.002885	0.013	0.0074145	0.0085013	0.018067	0.022775	-0.0016955	0.0053318	0.008613	0.020137	-0.00090119	0.017283	0.0025489	0.011526	-0.032274	0.021972	-0.0040268	-0.0010411
-0.0012312	-0.0144	-0.0012406	0.003154	-0.014161	0.013143	-0.0063976	-0.0027029	0.0059829	0.0058015	0.0040967	0.012588	-0.046059	0.0083952	0.007538	-0.011713	-0.0034591	-0.0020222	-0.019032	-0.035831	0.01496	0.013443	0.0033843
0.0066064	-0.0033971	-0.012517	0.00285	-0.010565	0.0089642	-0.0029281	-0.0046412	0.011806	0.0066358	0.012888	0.0015721	-0.043527	0.013003	0.010182	-0.0058902	-0.006428	-0.0093562	-0.016616	-0.028834	0.027238	0.0040452	0.006896
-0.0021247	0.0074579	-0.011097	0.0077758	0.00073389	0.0055987	0.011006	-6.9153e-05	0.01033	0.012074	0.019171	0.008766	-0.028775	0.021891	0.01357	-0.0016001	0.0059934	-0.0024402	-0.012067	-0.010975	0.028086	0.0077982	0.014559
0.017858	0.015666	-0.02113	0.013467	-0.0022695	0.0069449	0.0041886	0.010838	0.010304	0.012683	0.022855	0.027938	-0.010066	0.012905	0.01493	-0.010281	0.011501	-0.0063819	0.0042863	0.01205	0.024296	0.018474	0.0094217
0.011591	0.013777	-0.0098446	0.015907	0.0079112	0.016568	-0.0039402	0.020501	0.0017254	0.029819	0.0075795	0.014567	0.011183	0.0088895	0.010058	-0.0027818	0.014711	-0.0068721	0.016173	-0.019699	0.026917	-0.017208	0.0096285
-3.8882e-05	0.0081317	0.0029478	0.011489	0.010839	0.022333	0.011687	0.024073	0.0044952	0.031844	0.015941	0.00097378	0.021961	0.01441	0.0089187	0.0053885	0.010643	0.013525	0.020622	-0.010631	0.020647	-0.0036234	0.019373
0.011165	0.020597	0.010408	0.0075188	0.017252	0.0063289	0.01607	0.020117	0.0088659	0.024934	0.019196	0.017803	-0.0010807	0.022273	0.019299	0.025676	0.015678	0.0055675	0.027728	0.00023988	0.014584	-0.0069381	0.017098
0.026519	0.0056123	0.013293	0.0091044	0.017415	0.0017234	0.0031339	0.019242	0.0082797	0.023961	0.012418	0.0096018	0.014036	0.0057507	0.001716	0.014038	0.018281	0.018859	0.020356	-0.0016763	0.012691	0.0035311	0.020602
-0.011982	0.0044382	-0.0063357	0.004553	0.0013403	0.0053272	-0.0034404	0.017567	0.006939	0.022654	0.017282	0.010573	0.020347	0.0024649	0.0092215	0.0077967	0.010145	-0.0022382	0.018038	-0.01552	0.018966	-0.0028459	0.0074539
-0.00028755	-0.002389	-0.00071926	-0.0018312	0.0013272	0.0099315	0.013932	0.0078939	0.0069289	-0.0021686	0.020698	0.0044254	-0.040534	0.020195	0.016763	0.0041565	0.016307	0.0063265	0.013588	-0.020103	0.031141	-0.017917	0.0010589
-0.0028839	0.012576	0.0037419	0.0097063	0.018501	0.013963	0.029561	-0.0058597	0.013168	1.1973e-05	0.0033304	0.010414	0.025033	0.005716	0.0091812	0.015048	0.0035693	0.019338	0.020003	0.038487	-0.0045689	0.022727	0.014716
-0.0070208	0.004124	0.010271	0.00029265	0.011326	0.0083058	0.021031	-0.0024214	0.0060732	-0.0020879	0.027523	0.01004	0.021803	-0.0099379	0.010197	0.015278	0.0041677	0.0060072	0.011999	0.029104	-0.0069396	0.00031462	0.0096937
0.018998	0.011663	0.00084543	0.0080799	0.011952	0.011371	0.02132	0.012942	0.0083478	0.010141	0.017064	0.0014706	-0.018524	0.024664	0.015522	0.015323	0.012325	0.017471	0.011781	-0.015166	0.028514	-0.013203	-0.00074609
0.0072283	0.017843	0.011518	0.0056501	0.017977	0.0012445	0.028261	0.020276	0.011124	0.020539	0.018747	0.0084745	0.015394	0.02403	0.012744	0.0229	0.020596	0.018737	0.00052276	0.0081721	0.024496	-0.0078983	0.0045988
0.022268	0.014623	0.0076038	0.0081064	0.011147	0.0047666	0.014115	0.014721	0.018262	0.020747	0.016949	0.033955	-0.0031865	0.040839	0.023209	0.0085932	0.010878	0.010357	0.023758	0.0082619	0.011994	0.028583	0.010734
0.010854	0.017271	0.01319	0.011952	0.0092052	0.0092338	0.022082	0.0098176	0.010529	0.0086253	0.017248	0.011128	-0.016439	0.022054	0.01678	0.0083126	0.024421	0.011457	0.0012843	-0.016004	0.029845	0.0087799	0.0027788
0.018761	0.0098325	-0.0060874	0.0052434	0.0099228	0.0041284	0.009645	0.0086137	0.015045	0.013067	0.015138	0.011742	-0.00064006	0.029096	0.021672	0.017996	0.014575	0.003768	-0.0075336	0.0078885	0.027202	-0.012383	0.0086744
-0.011725	0.013847	0.0013443	0.011605	0.011941	0.0049633	0.012024	0.011704	0.011289	0.013723	0.023419	0.017826	-0.0012928	0.026175	0.020533	0.0075261	-0.0014438	-0.0076593	0.002438	0.0017182	0.022479	0.013703	0.0058407
-0.0068847	0.011703	0.0044299	0.010476	0.0039102	0.0061376	0.02407	0.013906	0.014415	0.00968	0.0085955	0.019854	-0.016126	0.019767	0.0061822	0.0048606	0.0026312	-0.0070716	-0.0043001	0.0031009	0.019412	-0.002007	0.012699
0.0021478	0.014989	-0.002573	0.0060662	0.014197	0.011685	0.007601	0.01038	0.014671	0.022899	0.024862	0.016007	0.0054423	0.029531	0.010694	0.0072602	0.017754	0.0046492	-0.0043426	0.00032807	0.025931	0.019265	0.0010849
0.012426	0.0085382	0.0066928	0.013461	0.018409	0.018498	0.025967	0.016011	0.0092442	0.021686	0.020444	0.0198	0.02906	0.026326	0.019151	0.011094	0.016447	0.036866	0.018121	0.032988	0.021984	0.049984	0.022919
