-0.0455	-0.04821	-0.0062408	-0.053626	-0.035338	-0.011363	-0.061967	-0.019862	-0.044036	-0.022602	-0.011728	-0.056252	-0.020469	-0.017062	-0.048329	-0.047644	-0.023674	-0.049406	0.023118	-0.054517	-0.079366	-0.034964	-0.022984	-0.047283
0.0031531	0.002576	0.0043466	0.0087509	0.0041205	0.017822	-0.013032	0.013592	-0.012391	-0.0055468	0.021484	-0.010579	0.0023446	0.0091008	0.010511	0.0041896	0.003763	-0.0032212	0.029282	0.053297	0.034092	0.017832	0.0052951	-0.016219
-0.017066	-0.022673	-0.0088105	-0.019983	0.017616	0.0059261	0.0059802	-0.001756	-0.0018033	-0.0035653	0.0064243	-0.0083796	-0.006927	-0.00079354	-0.0067591	-0.024979	0.0066399	-0.029289	0.0060199	0.024871	-0.037376	-0.0056129	-0.015977	0.0022179
-0.036545	-0.041041	-0.017018	-0.05302	-0.040017	0.0078743	-0.051138	-0.042043	-0.054524	-0.024021	-0.0024054	-0.063193	-0.02258	-0.003368	-0.039492	-0.048205	0.00042293	-0.047549	0.02301	-0.027198	-0.086806	-0.0064618	-0.027437	-0.03977
-0.037055	-0.036223	-0.014328	-0.041302	-0.039038	0.013677	-0.058358	-0.033323	-0.050514	-0.016201	-0.00091165	-0.068837	-0.02531	-0.0029226	-0.029961	-0.048939	0.01544	-0.039888	0.024785	-0.016798	-0.073881	0.00044641	-0.023311	-0.051478
-0.032502	-0.0080544	-0.005838	-0.02152	-0.038313	0.015678	-0.05754	-0.027979	-0.030362	-0.0018876	0.0029739	-0.061015	-0.019796	0.00061165	-0.022701	-0.013674	0.020645	-0.034262	0.023388	-0.019586	-0.045895	0.011267	-0.013451	-0.037383
-0.022494	0.0029203	-0.0090694	-0.030218	-0.039447	0.010768	-0.044972	-0.018012	-0.033641	0.0017171	-0.01404	-0.055376	-0.018073	-0.0061894	0.0027884	-0.018489	0.019906	-0.024895	0.012661	-0.012694	-0.04498	0.012132	-0.0038953	-0.028122
0.017939	0.028859	0.00065317	0.0095022	0.017444	0.013161	0.041185	-0.014494	0.015239	0.012356	0.0054821	0.022608	0.010449	0.0035123	-0.0063778	0.0073398	0.01098	-0.0030433	0.032069	0.0062873	-0.012512	0.016566	-0.019502	0.020829
0.027925	0.010106	0.011944	0.012243	0.018526	0.013677	0.017778	-0.0014591	0.025218	0.0056994	0.011346	-0.0057641	0.01937	0.005272	-6.4518e-05	0.010449	-0.0040712	-0.00038234	0.021323	0.035706	-0.023848	0.021157	-0.013524	0.030777
0.018868	0.021987	0.029867	0.0090112	0.023945	0.026347	0.011786	-0.01584	0.030531	0.016121	0.014079	0.014143	0.032381	0.026815	-0.014668	0.042748	0.018473	0.016925	0.025199	0.044682	0.019679	0.035502	-0.0023259	0.014651
0.021353	0.0097354	0.050085	0.022853	0.021691	0.017545	0.014266	0.0041428	0.014525	0.0034516	0.010416	0.00086045	0.021614	0.021876	-0.0047415	0.017056	0.018679	0.018444	0.023418	0.073316	0.016044	0.033594	0.0046322	0.031793
0.028985	-0.011679	0.006579	0.0057031	0.023401	-0.0076203	-0.0063146	-0.020352	0.021309	-0.011963	-0.0060203	0.00041566	0.011394	0.018762	-0.0060471	0.027714	0.0045102	-0.0026314	0.012239	0.0041823	-0.033067	0.042116	-0.0021566	0.0072269
-0.019313	-0.01782	0.006207	-0.025599	-0.0085586	0.022515	-0.034914	-0.026526	-0.038761	-0.014656	-0.00061277	-0.021862	-0.0085249	-0.0014021	-0.0048589	-0.025754	0.011505	-0.031573	0.02869	-0.0016884	-0.033862	0.017826	-0.017477	-0.022767
0.008859	-0.0035291	0.011679	0.0098671	0.018334	0.0027219	0.033767	0.015577	0.027658	0.012893	-0.0085752	0.023637	0.021488	0.012144	0.024298	0.0094948	0.0097079	0.030792	-0.011687	0.0068481	0.014637	-0.0034247	0.021267	0.011343
0.0055495	-0.027054	0.017889	0.028409	0.022177	-0.00070893	0.029921	0.016025	0.039973	0.022263	0.0031034	0.036224	0.021568	0.0073647	0.017347	0.032004	0.021494	0.021459	-0.012975	0.0046484	0.040006	-0.00039969	0.016632	0.013269
-0.0054763	-0.010312	0.045098	-0.0027204	0.0029574	0.021143	-0.021045	-0.035166	-0.0077151	-0.0061028	-0.0038439	-0.0039932	-0.0072982	0.0069794	0.0098581	-0.011117	-0.0083998	-0.015425	0.030092	0.020563	-0.0065292	0.014359	-0.0027303	-0.016893
0.0042971	0.012134	0.042094	0.021196	0.022055	0.020835	-0.0147	-0.017675	-0.0010109	0.030902	0.031303	-0.01516	0.00076384	0.024449	0.016916	0.014113	0.015909	-0.0064366	0.028366	0.035223	0.038241	0.025438	0.024002	0.022253
-0.0023129	0.0068011	0.0021175	0.004669	-0.022431	0.011041	-0.013371	-0.016086	-0.01793	0.0056966	0.0075236	-0.02648	-0.0079015	0.016733	0.016348	-0.0092897	0.022008	-0.0097705	0.034497	-0.0068	-0.0071067	0.020723	0.025958	-0.02631
-0.017551	-0.0073847	0.016392	-0.013735	-0.0027673	0.0072878	-0.035754	-0.022811	-0.015876	-0.0066705	0.0041661	-0.028751	-0.0051644	0.0001999	-0.0037964	-0.019281	0.012545	-0.015236	0.010731	-0.00078799	0.0029685	0.028359	-0.0029882	-0.0048941
-0.011207	-0.016111	-0.009755	0.011875	-0.01628	0.013834	-0.010348	-0.029782	-0.024319	-0.006892	0.0072191	-0.016461	-0.0053569	0.0069835	-0.0088196	0.0052288	0.02073	-0.017006	0.027605	0.0349	-0.053143	0.016152	0.00075202	-0.017298
0.003865	0.023089	-0.0043935	0.0042837	-0.024575	0.0088083	-0.025821	-0.017689	-0.023814	-0.0054245	0.0096559	-0.021314	-0.0046087	-0.00077157	-0.0025746	-0.002578	0.016929	-0.0087616	0.031119	0.0044101	-0.048488	0.0090905	-0.0013313	-0.039713
-0.02272	0.016331	-0.0099604	-0.011346	-0.02782	0.016684	-0.031582	-0.017329	-0.023118	-0.0026343	0.0034242	-0.031784	-0.004487	-0.00442	-0.016356	0.0041936	0.025226	-0.013015	0.024083	-0.015791	-0.049009	0.019286	0.012598	-0.026786
-0.014325	-0.011813	-0.0077528	0.013954	-0.0019283	0.018651	-0.0087796	-0.0090328	-0.029898	-0.0060686	0.0047294	-0.01526	0.0021319	0.0024832	0.0087562	-0.0032501	0.0049953	0.0096839	0.027862	0.044519	-0.02241	0.026314	-0.005165	-0.037528
0.026723	0.040443	0.041904	0.03426	0.035995	0.026176	0.022323	0.048209	0.031955	0.03539	0.024144	0.014726	0.024971	0.017945	0.022287	0.046642	0.030933	0.025446	0.022115	0.067169	0.034114	0.029563	0.023338	0.043566
0.027052	0.015128	-0.0056684	0.027559	0.033857	0.016754	0.021818	0.028846	0.017636	0.017525	0.030465	0.0084427	0.033371	0.015168	0.0083699	0.014813	0.0048989	0.024809	0.031677	0.056763	0.035252	0.0036315	0.0071073	0.012967
0.016607	-0.0089976	-0.0089422	0.010191	0.032842	-0.0075533	0.020211	-0.010597	0.023279	-0.007331	-0.0090749	0.02118	0.016898	0.0068149	0.013081	-0.0029409	0.005046	0.0064972	-0.010076	-0.0025163	-0.0069073	0.022169	0.0025901	0.021723
0.017415	-0.027971	0.002407	0.02138	0.032603	0.012266	0.039117	0.022107	0.022689	0.01912	-0.00064797	0.026981	0.015196	0.0076085	0.017298	0.015633	-0.0020847	-0.0082537	0.00024453	0.043687	0.0045562	0.0019157	0.014165	-0.002779
-0.0016086	-0.019844	-0.016669	0.011092	0.030491	-0.0026808	2.3333e-06	-0.0016602	-0.0026052	0.015187	0.0003866	-0.0015865	0.02227	0.014289	-0.0016097	-0.011672	0.00072195	-0.008002	0.017201	0.065818	0.030307	0.023495	0.017221	-0.026325
0.014428	-0.0038183	0.026422	0.020272	0.035351	0.0061782	0.025321	0.012742	0.031656	0.0042226	0.016496	0.005706	0.0055408	0.0069329	0.020683	0.012301	0.0026603	-0.015255	0.0049403	-0.019525	0.029587	-0.0088185	0.02314	0.022981
0.014391	-0.016499	-0.0098487	0.020606	0.022556	0.0059733	-0.0030909	0.00074495	0.020366	0.00062444	-0.011979	0.00051363	-0.00010053	0.0064181	0.011301	0.0029487	-0.021516	0.0090125	-0.012819	-0.013015	-0.019191	-0.011882	0.0201	-0.011943
