-0.0033689	-2.20E-05	-0.0037363	0.0034342	-0.008653	0.0025876	-0.00080752	-0.012714	0.0035905	0.017896	0.0034257	-0.0089499	-0.004622	0.013598	0.018248	-0.0059605	0.0155	0.002702	0.0025859	0.0055332	-0.024417	-0.023825	0.031706
-0.017687	-0.0062493	-0.0056155	0.0033597	-0.0031965	0.011134	-0.0044031	-0.016333	0.0073117	0.019562	0.011076	0.0099012	-0.0034797	-0.0076313	0.0059811	-0.012098	-0.0069005	-0.0035317	-0.010358	-0.011908	-0.013496	0.018863	-0.0072066
-0.011309	0.0023647	-0.0018034	0.010304	-0.014711	-0.0090649	0.0027206	-0.012632	0.0040671	0.025974	0.00041687	0.0029331	-0.018839	0.017695	0.012623	-0.023868	-0.022653	0.0059637	-0.004135	0.0062184	-0.01765	0.00014407	0.0034356
-0.024205	0.00094625	-0.0048732	0.0055694	-0.018723	0.0034366	0.0031851	-0.012362	0.01095	0.035272	-0.0094781	-0.005772	-0.0044353	0.020086	0.0019209	-0.02353	0.00016233	0.0084273	-0.0025504	0.001406	-0.027418	-0.010844	0.028187
-0.022818	-0.0071352	-0.0025134	0.012872	-0.0091718	-0.0021367	0.00083968	-0.0044175	0.017882	0.031249	-0.019419	-0.0038771	-0.00013898	0.01374	-0.0075574	-0.015517	-0.0037208	0.011229	-0.0071538	-0.0053017	-0.030366	-0.0044912	0.031862
-0.019008	-0.0040405	0.0025641	0.014268	-0.0065762	-0.0043189	0.0023413	-0.0063761	0.01468	0.018619	-0.010492	0.0049829	-0.0012545	0.0050654	-0.019725	-0.0048416	-0.011694	0.0034624	-0.013111	-0.0035862	-0.033131	-0.0018531	0.029692
-0.0074689	-0.0050226	-0.0021526	0.0038342	-0.0074681	-0.0039661	0.0052638	-0.0020606	0.0075157	0.0086076	-0.003502	0.008184	-0.0094963	0.016921	-0.0087999	0.0010757	-0.023387	0.014623	-0.0056049	-0.0047059	-0.024657	-0.0032131	0.02602
-0.013284	-0.005676	-0.0065679	0.0014659	-0.024292	0.0046168	0.0045971	0.0086626	0.018993	0.0068444	0.0071149	-0.015352	-0.0026003	-0.0067836	0.0019105	0.0031595	-0.005057	-0.0076384	-0.011759	-0.0096001	0.0010335	0.00052905	-0.012824
-0.017058	-0.0032828	-0.0095709	-0.01152	-0.0028857	0.023107	0.019617	0.0015923	-0.030219	0.0033108	-0.0013978	-0.029567	-0.013488	-0.0010493	0.0018899	-0.0087227	0.019569	-0.011893	-0.018348	0.0010179	-0.0045171	-0.0017996	-0.018432
-0.0094322	-0.009117	-0.00028054	0.0018544	-0.0024117	-0.0242	0.0022174	-0.0069815	-0.0010046	-0.018833	-0.0069012	0.0028264	-0.0011388	-0.0071185	-0.012097	-0.017516	0.0095514	0.00044412	-0.010289	-0.003203	-0.019181	-0.0093136	-0.0023601
-0.0044829	0.0039626	0.0056584	-0.0023996	0.0078751	0.0063436	0.0062502	0.0021801	-0.0038225	-0.016853	-0.0050243	-0.012175	-0.020149	0.015046	0.021786	-0.012047	0.0021145	0.0056365	0.0050778	-0.0052742	0.0089023	-0.023597	0.014338
0.0075579	-0.0060033	-0.0051964	0.014168	0.010511	-0.012886	0.0067171	-0.0078309	0.0049174	-0.0078881	-0.0023666	0.010309	-0.012551	0.0097202	0.0098705	-0.00065017	0.0056859	-0.00091321	-0.013473	0.0087542	-0.011137	-0.0041939	0.0023891
