Parcels,Sensory,Association,Association_PMM_VMM,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRG3,SST,GRIN3A,PVALB
237,0,1,1,1.58584,-0.587948,1.30629,-1.76039,1.19158,-1.82759,1.24506,1.74556,-0.965084
238,0,1,1,1.57297,-2.11108,1.12503,-1.66559,1.1159,-1.93752,1.33189,0.98537,-1.90615
239,0,1,1,1.3164,-2.28165,1.61091,-2.06165,1.51098,-0.435468,3.51356,0.985891,-2.02493
240,0,1,1,1.84707,-0.339863,1.26774,-2.30501,0.874041,0.108053,1.45938,2.08193,-0.511289
241,0,1,1,1.51445,-0.736463,2.28534,-1.78025,1.54299,0.00548574,2.05931,1.76456,-2.57039
242,0,1,1,1.11718,-1.58156,1.59463,-0.953568,0.711473,0.103206,1.07235,1.39059,-1.00146
243,0,1,1,1.02694,-0.274394,1.14544,-1.38532,0.40762,1.05405,0.392553,1.11727,-0.0895801
244,0,1,1,1.51131,-0.638611,1.85243,-2.02459,1.57378,0.829972,1.90828,1.738,-0.99844
245,0,1,1,0.841159,-0.515511,1.21591,-1.13921,1.14337,-0.254594,1.05263,1.19713,-0.926915
246,0,1,1,1.14125,1.14514,1.143,-1.44223,0.426932,1.46494,0.575206,1.29174,-0.267208
247,0,1,1,0.767618,-1.58072,-0.0049076,-0.96818,-0.552844,0.556962,-0.0283531,0.0482968,0.481293
248,0,1,1,1.03816,0.0139813,0.406987,-1.14109,0.508847,0.835868,-0.546209,0.928867,0.0776162
249,0,1,1,1.11237,-0.0886497,1.34188,-1.09519,1.36683,0.544691,1.31824,1.43581,-0.53422
250,0,1,1,0.910986,-0.441926,0.595656,-0.859121,0.52537,0.894229,0.0712424,0.543172,0.030075
251,0,1,1,0.522515,-0.470303,0.259912,-1.13797,0.341143,0.247812,0.172864,0.170065,-0.281966
252,0,1,1,1.15703,-0.630708,1.09823,-1.3117,1.33999,1.297,1.39262,1.19944,-0.399008
253,0,1,1,0.255549,-1.35436,-0.161634,0.549558,-0.287582,-0.206097,0.453862,0.193271,0.574412
254,0,1,1,0.291931,-0.462411,0.536595,-1.61512,0.278169,1.53314,1.04001,0.555549,0.357656
255,0,1,1,0.161405,-0.230151,0.608329,-1.8587,0.666462,2.11117,1.29811,0.888346,0.420571
256,0,1,1,-0.0457027,-0.719062,0.773188,0.136025,0.243137,2.59882,1.33476,1.15171,0.347647
257,0,1,1,0.333346,0.420362,0.286742,-0.151169,0.524528,0.175062,0.528679,0.491086,-0.20477
258,0,1,1,1.0531,-0.308493,0.261679,-0.331087,0.390372,0.616521,0.576766,0.859613,0.233316
259,0,1,1,0.194297,-1.01692,-0.200169,-0.0459462,-0.039726,0.297467,0.574588,0.210568,0.42119
260,0,1,1,0.520335,-0.651612,-0.23908,-0.76693,0.272614,0.104554,0.4642,0.426885,0.383929
261,0,1,1,-0.389181,-0.943441,0.180752,0.0714677,0.439828,1.68272,0.904605,0.0740747,0.631681
262,0,1,1,-0.463491,-1.07774,0.199957,-0.167955,0.298005,1.43957,0.171473,0.220314,0.279057
263,0,1,1,-0.386401,-1.48467,0.0445681,1.30155,0.288426,1.18642,0.550399,0.186253,0.599121
264,0,1,1,-0.123729,-0.993336,0.296083,0.840535,0.709176,0.344549,0.368521,0.686982,0.0734304
265,0,1,1,0.212649,0.514889,0.295362,0.687821,0.46926,0.804281,0.223267,0.531944,0.182705
266,0,1,1,-0.1535,-1.05073,0.088921,-1.03062,0.287887,0.334399,0.608427,0.0995728,-0.300009
267,0,1,1,-0.292348,-1.32635,0.104635,-1.46843,0.0849592,-0.99264,-0.284189,-0.519141,-0.257329
268,0,1,1,1.25081,-0.518197,1.24658,-1.50998,1.25008,0.887133,1.30025,1.45399,-0.938881
269,0,1,1,0.813627,0.895763,0.427495,-0.215597,0.357847,-0.0985219,0.536198,1.0766,-0.100614
270,0,1,1,0.86282,-0.172031,0.840301,-0.641181,0.982024,1.2618,1.28784,0.895371,-0.743837
271,0,1,1,0.461459,0.0235847,0.387071,-0.974699,0.590378,0.260884,0.510953,0.605407,-0.229553
272,0,1,1,1.03291,0.111705,1.44587,-1.35929,0.641668,1.5371,0.72193,1.4794,-0.834317
273,0,1,1,1.56631,-0.448476,1.64171,-0.9047,1.29657,0.124471,1.41678,1.67411,-1.7912
274,0,1,1,1.20949,0.151661,1.88593,-0.543373,0.952292,1.67779,1.38461,1.56873,-1.39751
275,0,1,1,-0.272163,0.846513,-0.781545,1.04926,-0.132808,-0.849754,-1.09815,-0.604712,0.795161
276,0,1,1,0.982357,-0.0996533,0.115518,-0.888873,0.320295,-0.391809,-0.285749,0.353708,0.284868
277,0,1,1,0.0786475,-0.866241,0.0467893,-0.0570741,-0.285752,-2.0517,-0.210051,-0.0300925,0.397743
278,0,1,1,0.643972,-0.365532,0.302948,-1.04138,0.775751,0.886204,-0.0487193,0.464786,-0.0801451
279,0,1,1,0.908274,0.054644,0.184918,-0.664695,0.106268,-0.433448,0.541599,0.835812,0.586778
280,1,0,0,0.0169382,-0.206842,-0.315799,-0.323014,-0.399643,-0.230685,0.702779,0.0241143,0.7973
281,1,0,0,-1.13435,0.138902,0.0597942,0.156769,-1.37339,1.27232,-0.320891,-0.598596,1.10277
282,1,0,0,-1.00651,-0.499077,0.369886,0.924905,-1.15158,1.75643,-0.135529,-0.149121,0.902024
283,1,0,0,0.506963,-1.3947,1.11397,-1.2468,1.22677,-0.783429,0.692039,1.10012,-0.727399
284,1,0,0,-1.382,0.872449,-0.0270373,0.56671,-1.95044,1.16646,-0.7227,-0.965882,0.886554
285,0,1,1,-0.996555,0.510602,0.229241,-0.202196,-1.2491,1.16891,-0.377104,-0.600976,0.725671
286,0,1,1,1.18048,-1.05659,1.66294,-0.556694,0.727503,-1.32476,1.21544,1.3262,-1.7525
287,1,0,0,0.161683,-0.876476,0.954396,0.0209007,0.358263,-0.979881,0.533875,0.640198,-0.621077
288,0,1,1,1.15553,-0.214051,1.29442,-1.35162,1.17823,0.220817,2.00149,1.4503,-0.952761
289,0,1,1,1.58262,-0.87353,1.97975,-1.23237,1.43633,-0.806682,2.55871,1.85186,-1.69988
290,0,1,1,0.827367,-2.47229,2.21187,-0.500139,1.77504,-1.83316,2.22814,1.62108,-3.72895
291,0,1,1,0.986015,-0.317655,1.37529,-1.31881,1.10646,1.17664,1.76264,1.40513,-0.904515
292,0,1,1,1.25608,-1.1524,2.35858,-0.935371,1.62908,0.670994,2.62743,1.88866,-2.62633
293,0,1,1,1.38609,-0.328652,0.713148,-1.35027,0.405284,-0.119074,0.788619,1.24912,-0.0399553
294,0,1,1,1.73691,-0.740991,1.45393,-0.858589,0.701531,-0.399445,1.48482,1.5748,-0.93326
295,1,0,0,1.41891,-0.181903,0.931768,-0.227984,0.308592,-0.122319,1.07551,1.3171,-0.20774
296,0,1,1,0.514235,-0.317474,-0.179631,0.560886,-0.0383326,-0.0904638,-0.633899,-0.274751,-0.0455189
297,0,1,1,-0.396643,0.368148,-0.58193,0.533918,0.617192,-1.87713,-0.372473,-0.69915,0.265021
298,0,1,1,1.23514,-1.366,1.84302,-1.22853,1.78573,-2.31113,0.912933,1.28237,-3.14225
299,0,1,1,0.895512,-1.31172,0.77358,0.199105,0.794345,0.428438,0.609593,0.955378,-0.886228
300,0,1,1,1.01988,-1.29604,1.44274,-0.379454,1.11416,-1.06265,0.651575,1.05799,-2.07362
301,1,0,0,-0.250038,-0.779154,-0.159765,-0.302777,0.344392,0.032685,0.424761,-0.0178232,0.262816
302,0,0,1,1.27701,-1.22058,1.85248,-1.22106,1.92269,-1.14732,0.707512,1.50558,-2.94755
303,0,1,1,1.477,-1.14884,1.58149,-0.746399,1.44631,-0.249094,0.938915,1.75512,-1.83769
304,1,0,0,-0.479112,0.55297,-0.416164,0.599208,-0.70756,0.0850058,-0.765648,-0.405605,0.483124
305,0,1,1,-0.0107596,-0.173876,0.271082,-0.734573,0.355175,0.2847,0.224475,0.289126,0.223587
306,0,1,1,0.711388,-0.300676,0.648868,-0.232093,0.720883,-1.3148,0.426148,0.481565,-0.885021
307,0,1,1,0.756612,-0.692476,0.900231,-0.0454613,0.542832,-2.34381,-0.678768,0.280461,-0.864215
308,0,1,1,0.586961,-0.586586,0.486948,-0.15041,0.874197,0.309909,0.79663,0.816957,-0.552331
309,0,1,1,0.161119,0.339403,-0.0250771,-0.153902,0.116167,0.562858,0.101239,0.078916,-0.0376031
310,0,1,1,-0.0659968,-0.447199,0.0466939,0.936171,0.253733,-2.13678,-0.263647,-0.376235,-0.512737
311,0,1,1,1.33536,-1.23154,1.32378,-1.01692,1.64686,-0.689643,1.09651,1.29874,-2.01222
312,0,1,1,0.994151,-1.63279,0.861661,-1.13854,0.210691,1.62707,0.86433,0.904401,-0.798044
313,0,1,1,0.267705,-0.472,0.36262,0.229207,0.311444,0.263969,0.372921,0.460879,-0.617659
314,0,1,1,0.904709,-0.58997,0.912157,-0.221527,0.977288,-0.391674,0.769989,0.774428,-1.31613
315,0,0,1,1.27516,-1.59705,1.17077,-0.73867,1.18111,-0.789264,0.333515,1.08537,-1.41436
316,0,1,1,0.423529,-0.737136,0.366299,0.403213,0.603923,0.127317,0.106271,0.108561,-0.626415
317,0,1,1,0.0013388,0.707483,0.240418,-0.137545,0.451662,0.00295247,-0.0762353,-0.168976,-0.35788
318,1,0,0,-0.572145,0.925928,-0.555052,0.759587,-0.116962,-0.910669,-0.377106,-0.485505,0.0329627
319,0,1,1,0.318707,-0.385128,0.0457204,0.761032,-0.119635,-0.750454,-0.706236,0.0285752,-0.0148532
320,0,0,1,0.196844,-0.637005,-0.253968,-0.504301,-0.318137,-0.57703,0.118603,-0.590879,0.20028
321,0,0,1,-0.280069,1.11869,-0.55361,-0.325454,-0.24971,-0.725774,-1.10212,-0.855797,0.363261
322,1,0,0,-0.257514,1.55215,-0.818907,0.595889,-0.244118,0.428274,-0.652742,-0.666066,0.393064
323,0,1,1,-0.0859242,-0.271582,-0.473328,0.203338,-0.0840028,0.374621,-0.857503,-0.728324,0.518008
324,0,1,1,-0.697786,0.0215031,-0.634079,0.858361,0.0405367,-0.662967,-0.808103,-1.00998,0.340499
325,0,1,1,-0.317603,-0.139338,-1.02959,-0.425764,-0.813332,-1.41087,-1.20807,-1.24035,0.381943
326,0,1,1,-0.363678,0.766705,-1.1755,0.969344,-1.20909,-2.17183,-1.12935,-1.18613,0.276473
327,0,1,1,-0.123587,0.332014,0.0591638,-1.65703,0.0708033,0.308055,-0.0651632,-0.173612,-0.024105
328,0,1,1,0.165747,-0.525043,0.294249,0.186511,0.133674,1.1306,0.258833,-0.370574,-0.03242
329,0,1,1,-0.267041,0.0320173,-0.255267,0.310728,0.0667342,-0.584668,-0.369817,-0.265708,0.145711
330,0,1,1,-0.0634888,-0.237881,-0.348493,0.0728256,0.265641,-0.381058,-0.334964,-0.278854,0.168255
331,0,1,1,-0.098201,0.0380899,-0.369686,1.97008,0.00405239,1.42987,-0.234849,-0.455663,0.49983
332,1,0,0,-0.622776,1.04612,-1.16936,0.902954,-0.353437,-1.07478,-1.09049,-0.821425,0.727532
333,1,0,0,-1.28737,0.916584,-0.890265,1.22895,-0.656708,-0.546457,-0.0368712,-0.892548,0.431457
334,1,0,0,-0.565077,0.817061,-0.448057,1.9367,-0.940639,0.174387,-1.10503,-0.4936,-0.0480652
335,0,1,1,1.23289,0.0167863,0.921414,-0.845177,1.25051,-2.40335,-0.227998,0.513696,-1.14154
336,1,0,0,-0.713968,0.734003,-0.860409,0.86619,-0.73459,1.09252,-0.979151,-1.38189,0.415483
337,1,0,0,-0.400925,0.922519,-0.54484,0.351582,-0.397717,-0.443824,-0.931479,-0.814511,0.166546
338,1,0,0,-0.755263,0.994912,-1.10378,1.05275,-1.46979,-0.654823,-1.79647,-1.91732,0.179429
339,1,0,0,-0.574717,0.499175,-0.70402,0.896435,-0.329523,0.779985,-0.530172,-0.774251,0.465313
340,1,0,0,-1.10264,0.239001,-0.589088,1.80276,-0.450484,-0.775099,0.0858657,-0.696801,0.143955
341,0,1,1,-1.02393,0.919541,-0.51862,-0.381146,0.533322,0.320293,0.328892,-0.437939,0.167551
342,0,1,1,-0.0718928,0.290311,-0.0989307,0.924445,0.569594,-0.650848,0.910603,-0.14672,-0.38122
343,1,0,0,0.187426,-0.606182,0.231527,0.100785,0.285226,-0.492408,-0.243817,0.155631,-0.250082
344,0,1,1,1.56765,-2.34456,2.33201,-1.44797,1.34507,0.192599,2.55244,2.06644,-3.2578
345,0,1,1,1.35691,-0.666304,1.78693,-1.23277,1.0502,0.625589,1.66612,1.67211,-1.96713
346,0,1,1,0.931759,-1.72901,2.14462,-0.321637,1.84768,0.0822196,2.16803,2.02478,-2.92452
347,0,1,1,1.41375,-0.78278,1.5747,-0.784488,1.83121,-1.8379,1.08588,1.29266,-2.04146
348,1,0,0,-0.127086,-0.749867,0.867915,-0.333726,-0.428955,0.145107,0.301505,0.412719,0.0894524
349,0,1,1,0.983325,-0.175592,0.838177,-1.00935,0.635544,1.24178,1.03014,1.13808,-0.182773
350,0,1,1,0.602613,0.157262,0.421285,-0.891049,0.52881,0.264499,0.198322,0.484869,0.268964
351,0,1,1,-0.601907,-0.741807,0.213762,0.889351,0.483069,0.789641,0.815802,0.530548,-0.0293401
352,0,1,1,0.844866,-0.825896,1.53515,-1.62048,1.78282,-0.65927,1.1193,1.50564,-1.89754
353,1,0,0,-0.438946,0.820621,0.67737,0.276503,-0.560833,0.282899,-0.359034,0.596643,0.379942
354,1,0,0,-0.956017,0.589301,-0.0970044,0.351089,-1.01903,1.22818,-0.460019,-0.515284,0.695606
355,1,0,0,0.105624,0.0470165,-0.114352,1.64618,-0.695316,0.550026,-0.390979,-0.109258,0.226991
356,0,1,1,0.800166,-1.08824,0.655931,-0.228395,0.307275,1.10107,0.331196,0.304035,-0.715328
357,0,1,1,0.819885,-0.193011,0.767148,1.23685,1.08504,-1.63097,0.926236,0.909891,-0.912537
358,0,1,1,0.791164,-1.87474,1.17337,0.578758,1.10067,-2.52097,0.605983,1.42044,-2.46621
359,0,1,1,1.35399,-1.78129,1.56354,-1.22968,0.996694,-0.57072,2.52022,1.34324,-1.51676
360,0,1,1,1.5956,-2.81247,1.97085,-1.13999,1.53672,-3.16,3.02779,1.48317,-2.61709
361,1,0,0,0.309828,1.30543,1.2897,-0.363962,1.91857,1.1119,2.08809,-0.109208,-2.87891
362,1,0,0,0.33739,1.37683,1.33301,-0.458226,1.82292,0.435288,1.43409,-0.764438,-3.03193
363,1,0,0,0.33739,1.37683,1.33301,-0.458226,1.82292,0.435288,1.43409,-0.764438,-3.03193
364,1,0,0,0.33739,1.37683,1.33301,-0.458226,1.82292,0.435288,1.43409,-0.764438,-3.03193
365,1,0,0,0.450068,-0.569241,-0.772985,-0.514091,-2.33101,-1.39693,2.04802,0.578805,0.269796
366,1,0,0,0.46114,-0.283717,-0.458931,-0.529513,-0.391496,-1.043,1.7547,0.950974,-0.804125
367,1,0,0,0.26206,-1.51753,-1.05772,-0.559681,-0.558481,-1.72872,2.88015,0.41688,0.194039
368,1,0,0,0.447461,-1.48011,-0.813899,-0.519287,-1.58588,-1.85258,0.956467,0.158906,0.669029
369,1,0,0,0.286053,-0.871512,-0.984875,-0.547588,-0.16645,-1.72801,1.97628,0.808485,-0.552748
370,1,0,0,0.288466,-1.28016,-0.509674,-0.522715,-0.368573,-0.934116,0.568032,0.447289,-0.0382857
371,1,0,0,-0.499927,-1.49091,-0.816248,-0.501173,-1.051,-2.06552,0.541297,0.406405,-7.80E-05
372,1,0,0,-0.459807,-1.57032,-0.638527,-0.557801,-1.14514,-2.52455,-0.251078,0.80048,0.105014
373,1,0,0,-1.57932,1.27573,0.831617,-0.450476,1.09952,-0.0228176,0.686573,-1.33769,-2.33261
374,1,0,0,-1.59333,1.27059,0.806886,-0.454074,1.06502,-0.0128204,0.731684,-1.48356,-2.30132
375,1,0,0,-2.01652,-1.6222,-1.92271,2.40011,-1.42025,-0.769493,-1.65653,-2.0912,1.19336
376,1,0,0,-2.03358,-1.64362,-1.93958,2.41189,-1.54649,-1.1615,-1.64743,-2.03321,1.13819
377,1,0,0,-2.15315,-1.65017,-1.98649,2.43108,-1.76083,-1.2884,-1.50755,-2.08958,1.17359
378,1,0,0,-2.03662,-1.6759,-1.9406,2.39032,-1.61532,-0.950241,-1.60078,-2.14948,1.20829
379,1,0,0,-2.12863,-1.77825,-1.93388,2.42678,-2.0069,-1.48637,-1.35257,-1.94735,1.05562
380,1,0,0,-2.11538,-1.64767,-1.99617,2.41531,-1.61724,-0.949125,-1.53301,-2.16421,1.26457
381,1,0,0,-1.98747,-1.58715,-1.95123,2.37907,-1.48902,-0.985677,-1.7444,-2.17328,1.22123
382,1,0,0,-1.7903,-1.21001,-1.98834,2.36656,-1.09393,-0.865319,-1.8163,-1.92085,1.36882
383,1,0,0,-0.0483065,-2.14993,-1.55235,0.261702,-2.86795,-1.88599,-0.954956,-0.276373,1.40745
384,1,0,0,-1.64746,-1.86199,-1.95445,1.99349,-1.11604,-0.535303,-1.60954,-1.75354,1.49727
385,1,0,0,-0.805551,-1.94266,-1.57449,0.808064,-2.27517,-1.42644,-0.969419,-1.03216,1.46862
386,1,0,0,-1.91192,-1.42319,-1.82624,2.06586,-1.10993,-0.567885,-1.39924,-1.70703,1.35994
387,1,0,0,-1.44751,-2.05646,-1.93553,1.90865,-1.27506,-0.754064,-1.59536,-1.75594,1.42935
388,1,0,0,-1.98663,-1.38929,-1.90416,2.44441,-1.07556,-0.602669,-1.4416,-1.81243,1.24115
389,1,0,0,-1.55085,-2.04652,-1.97741,1.92218,-1.37785,-0.95504,-1.31791,-1.56525,1.3575
390,1,0,0,-1.55085,-2.04652,-1.96553,1.90982,-1.37785,-0.75763,-1.31791,-1.56525,1.34242
391,1,0,0,-2.07166,-1.63314,-1.95796,2.40323,-1.6365,-1.0196,-1.5036,-2.03474,1.12842
392,1,0,0,-2.12302,-1.43278,-1.96214,2.33811,-1.33166,-0.791257,-1.82257,-2.08425,1.27827
393,1,0,0,-1.58049,-1.12435,-1.95926,2.37747,-0.998484,-0.814856,-1.97102,-2.06756,1.32806
394,1,0,0,-0.252329,-2.09295,-1.51154,0.119517,-2.73163,-1.73442,-0.991165,-0.564007,1.50446
395,1,0,0,-1.73937,-1.12318,-1.9655,2.35883,-1.01648,-0.809418,-1.96146,-2.04189,1.35448
396,1,0,0,-1.9318,-1.67402,-1.94718,2.37471,-1.42042,-0.381252,-1.58679,-1.82373,1.47778
397,1,0,0,-1.69784,-1.41823,-1.85061,2.07837,-1.41002,-0.693637,-1.41592,-1.47065,1.31517
398,1,0,0,-2.00468,-1.57325,-2.00232,2.45245,-0.880966,-0.67824,-1.43256,-1.74646,1.31038
399,1,0,0,-1.06446,-1.72248,-1.62143,1.19702,-2.06456,-1.15951,-1.34882,-1.3493,1.58757
400,1,0,0,-2.08319,-1.60753,-1.96813,2.42314,-1.22501,-0.487537,-1.82844,-2.39576,1.31262
401,1,0,0,-1.96027,-1.51823,-1.97987,2.4279,-1.41114,-0.448699,-1.61187,-2.34633,1.28999
402,1,0,0,0.496698,0.040538,0.275753,-0.501354,-0.000841167,0.0677836,0.580266,0.295917,-0.679071
403,1,0,0,0.395224,0.232954,0.240879,-0.523668,-0.234022,-0.478637,-0.332006,-0.047542,-0.201606
404,1,0,0,1.09307,0.568319,0.8865,-0.354779,0.819869,0.333078,0.191174,1.1991,-1.13278
405,1,0,0,1.32439,0.548847,0.935623,-0.40763,0.952839,0.455029,0.0849893,1.09065,-0.921522
406,1,0,0,-0.499962,-1.45039,-0.688157,-0.371847,-1.20856,-1.22816,0.81157,-0.774291,0.0943018
407,1,0,0,-1.01558,-1.4632,-1.12652,-0.536016,-1.72507,-1.68144,1.23009,-0.353773,0.473167
408,1,0,0,-0.478198,-1.51486,-0.728042,-0.376039,-1.25915,-1.2427,0.842678,-0.842362,0.117774
409,1,0,0,-0.965852,-1.66421,-1.20318,-0.533858,-1.65086,-1.58758,1.1071,-0.736275,0.531959
410,1,0,0,-1.21279,1.2304,0.787653,-0.28232,0.788808,-0.230645,0.82183,-1.31452,-2.09871
411,1,0,0,-1.32158,1.40012,0.390076,-0.332013,0.421982,-0.400438,0.592118,-1.3338,-1.48736
412,1,0,0,-1.45845,1.13742,0.283797,-0.336669,-0.0077476,-0.173904,0.988739,-1.21916,-1.26775
413,1,0,0,-1.17031,1.27678,0.813035,-0.274609,0.730227,-0.0444656,0.564635,-1.23818,-2.14698
414,1,0,0,-1.40564,1.40561,0.354849,-0.381773,0.403744,-0.298885,0.57155,-1.2662,-1.53713
415,1,0,0,0.818987,0.441873,0.491467,-0.540091,-0.691952,-1.89725,-1.55464,0.35221,1.13696
416,1,0,0,0.824212,0.107481,0.295302,-0.572599,0.0186622,-1.67823,-0.205868,0.797747,1.0105
417,1,0,0,0.544486,-0.296177,-0.377418,-0.582072,0.483699,-1.60482,-0.355168,0.351668,0.34657
418,1,0,0,0.672739,-0.194581,-0.0995209,-0.590775,0.458967,-1.52462,-0.539591,0.556342,0.612561
419,1,0,0,0.0806529,-0.406439,-0.110965,-0.559603,-1.7139,-2.18397,0.452999,-0.129375,1.07352
420,1,0,0,0.851306,0.239824,0.536308,-0.559996,-0.118359,-1.83195,-0.587288,0.917399,1.20847
421,1,0,0,0.274618,-0.493918,0.00951196,-0.525429,-1.23983,-1.89885,-0.650294,-0.00974127,1.02455
422,1,0,0,0.506965,-0.204947,0.323361,-0.538424,-0.462212,-1.82754,-0.30429,0.515413,1.02047
423,1,0,0,0.00334466,-0.617399,-0.330172,-0.575862,-1.78192,-2.3772,0.710153,-0.172654,0.940899
424,1,0,0,0.537857,0.806974,0.350752,-0.453688,1.39922,-0.541808,0.33838,0.437165,-1.73223
425,1,0,0,0.659983,0.86182,0.329071,-0.398971,1.50256,-0.398404,0.240087,0.526468,-1.69487
426,1,0,0,-0.433128,-1.71968,-0.66432,-0.498038,-1.28917,-2.28431,-0.350499,0.712679,0.163624
427,1,0,0,-0.481245,-1.06153,-0.816125,-0.498548,-0.530577,-2.25864,0.520239,0.934924,0.101102
428,1,0,0,-0.506177,-1.3859,-0.814248,-0.458348,-0.905495,-1.82296,0.782241,0.578244,0.027209
429,1,0,0,0.569297,-0.732317,-0.377707,-0.569263,0.230779,-0.686629,1.39817,0.393137,-0.150785
430,1,0,0,0.429545,-0.668787,-0.0744414,-0.486143,0.409888,-0.807698,0.372794,0.863778,-0.234407
431,1,0,0,-2.01327,-1.52276,-1.95828,2.32873,-1.42935,-0.84428,-1.67441,-2.10301,1.49881
432,1,0,0,-2.04521,-1.52851,-1.95954,2.3495,-1.51421,-1.01447,-1.62749,-2.03108,1.2106
433,1,0,0,-1.73274,-1.71724,-1.90148,2.02338,-1.4128,-0.398887,-1.67619,-1.94303,1.50299
434,1,0,0,-1.88452,-1.22793,-2.04248,2.3641,-0.939789,-0.576324,-1.71063,-1.82277,1.37657
435,1,0,0,-2.1592,-1.52246,-1.9711,2.3525,-1.58198,-0.836866,-1.51468,-2.14216,1.43033
436,1,0,0,-1.9598,-1.45041,-1.98668,2.39874,-1.34038,-0.700197,-1.74477,-2.11109,1.24965
437,1,0,0,-2.30552,-1.53198,-1.99294,2.33692,-1.57807,-1.06682,-1.47556,-2.10233,1.26982
438,1,0,0,-1.51159,-1.86625,-1.83275,1.81857,-1.40285,-0.557097,-1.89345,-1.67082,1.53173
439,1,0,0,0.67086,0.0578518,-0.0568097,-0.560175,-0.35465,-1.34565,0.606991,-0.119622,-0.173442
440,1,0,0,-0.169102,-1.15315,0.018614,-0.626601,-0.799914,-0.587396,0.167523,0.49617,0.106714
441,1,0,0,0.754044,-0.0157367,-0.117317,-0.568597,0.0496936,-1.1255,1.31868,-0.10702,-0.419017
442,1,0,0,0.783557,0.799108,0.627674,-0.476256,-1.09988,-1.65271,-1.55061,0.0199973,1.27329
443,1,0,0,1.69509,0.68037,1.06806,-0.309488,1.34958,-0.328184,-0.108985,1.21641,-0.961604
444,1,0,0,1.22446,0.709117,1.04094,-0.386526,1.31163,-0.0103527,-0.27346,0.862057,-1.20303
445,1,0,0,1.48838,0.700905,1.1054,-0.322026,1.55654,0.0262715,-0.04908,0.802835,-1.21877
446,1,0,0,1.65155,0.209627,1.4315,-0.473529,1.43307,0.469903,-0.421592,-0.162754,-1.30837
447,1,0,0,1.10738,0.552052,1.23003,-0.500866,1.20184,0.0927958,-0.503864,0.158776,-1.31219
448,1,0,0,1.62128,0.454509,1.21701,-0.387618,1.34809,-0.597297,0.243728,0.494003,-1.21764
449,1,0,0,1.42138,0.700286,1.08251,-0.339191,1.47617,-0.0172829,-0.111017,0.820935,-1.19132
450,1,0,0,1.02194,0.519715,1.30735,-0.504796,1.1558,0.0959681,-0.484565,0.128133,-1.26621
451,1,0,0,0.0664766,-0.660246,-0.0769736,-0.550008,-1.58569,-2.06204,-0.162264,-0.254026,1.0865
452,1,0,0,0.264411,-0.236773,0.0940864,-0.576016,-1.31497,-2.02777,-0.365591,-0.110959,1.16516
453,1,0,0,0.378263,1.23888,0.981807,-0.396102,1.80969,1.07379,2.18397,0.108305,-2.30025
454,1,0,0,0.922373,0.628616,0.803823,-0.520517,1.62196,-0.166919,1.75469,0.762147,-2.67308
455,1,0,0,0.825892,0.628491,0.76542,-0.524049,1.55274,-0.130556,1.58346,0.738825,-2.62068
456,1,0,0,0.0132593,-1.26548,-0.539332,-0.533149,-1.8051,-1.06913,1.36105,0.48955,0.1687
457,1,0,0,-0.107745,-1.70583,-0.854024,-0.511023,-1.40703,-2.06518,-0.17668,0.532712,0.136745
458,1,0,0,-1.86539,-1.42278,-1.97692,2.35395,-1.35567,-0.831691,-1.54988,-1.96508,1.26544
459,1,0,0,-1.00099,-1.84686,-1.73459,1.38761,-2.01901,-0.929283,-1.63625,-1.19813,1.44602
460,1,0,0,-1.7591,-1.53324,-1.86327,2.24592,-1.23832,-0.627608,-1.56431,-1.73313,1.30274
461,1,0,0,-1.84177,-1.82277,-2.01138,2.17895,-1.28095,-0.829333,-1.49997,-1.95071,1.33862
462,1,0,0,-1.74975,-1.64797,-2.0042,2.28025,-1.45204,-0.438348,-1.58652,-2.08711,1.31518
463,1,0,0,-1.76762,-1.44925,-1.91992,2.28363,-1.12027,-0.433467,-1.7334,-1.84858,1.44516
464,1,0,0,-0.696252,-2.23202,-1.64083,0.931833,-2.23539,-1.28716,-1.79028,-0.934457,1.50215
465,1,0,0,-1.44088,-1.59933,-1.8311,2.13344,-1.47179,-0.742524,-1.49919,-2.01643,1.33769
466,1,0,0,-1.94731,-1.65828,-1.93505,2.27183,-1.32191,-0.599945,-1.75855,-2.26001,1.33865
467,1,0,0,-0.233401,-1.29582,0.138438,-0.558327,-1.23906,-0.571891,0.309893,0.44299,0.0849169
468,1,0,0,1.09913,0.398754,1.04703,-0.436863,1.26203,-0.243135,0.104953,0.412816,-1.56515
469,1,0,0,0.885297,0.475882,1.21456,-0.55086,0.958773,-0.176547,0.297295,0.267275,-1.41412
470,1,0,0,1.29744,0.512395,1.37213,-0.445646,0.930451,0.460286,-0.86899,0.872262,-0.948168
471,1,0,0,1.33586,0.288164,1.29886,-0.506266,1.31126,-0.105962,-0.382361,0.195469,-1.40191
472,1,0,0,0.755715,0.601568,1.13053,-0.584338,0.845033,-0.780266,0.604148,0.0681372,-1.62105
473,1,0,0,1.18153,0.658735,1.33378,-0.491095,1.15408,0.703567,-1.07945,0.291775,-1.12205
474,1,0,0,-0.933398,-1.93831,-1.22922,-0.536635,-1.87312,-1.66025,1.10049,-0.659512,0.501882
475,1,0,0,-0.923528,-2.07793,-1.21037,-0.52669,-2.01811,-1.64548,1.40779,-0.729259,0.464809
